tenure,Contract,TotalCharges,MonthlyCharges,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,PaymentMethod,InternetService,Churn
13,0,831.75,66.4,0,0,0,0,1,0,0
6,0,521.3,90.1,0,0,2,0,2,1,1
69,2,1337.5,20.15,1,1,1,1,0,2,0
66,1,7181.95,108.1,0,2,2,2,1,1,0
11,0,608.0,53.75,0,0,0,2,2,0,1
46,1,2560.1,56.9,2,2,0,2,3,0,0
6,0,577.6,89.3,0,0,0,0,2,1,1
56,0,5953.0,109.6,2,2,0,2,3,1,0
70,2,1790.15,25.15,1,1,1,1,1,2,0
33,1,2531.4,79.15,0,2,0,2,2,0,0
72,2,4760.3,66.75,2,2,2,0,1,0,0
3,0,292.85,95.2,0,0,0,0,2,1,1
19,0,953.65,48.8,0,2,0,0,3,0,0
5,0,198.0,45.7,0,0,0,0,2,0,1
71,2,5705.05,80.7,0,2,2,2,1,0,0
8,0,609.9,74.5,2,0,0,0,2,1,1
1,0,20.55,20.55,1,1,1,1,1,2,0
1,0,79.65,79.65,0,0,0,0,2,1,1
61,1,6993.65,115.1,2,2,2,2,3,1,0
71,2,4122.65,59.7,2,2,2,0,0,0,0
68,1,5762.95,86.45,0,0,2,2,1,1,0
46,1,1537.85,33.7,0,2,0,2,1,0,0
33,1,2603.3,80.1,2,0,0,0,0,1,0
53,2,5566.4,104.05,2,2,2,2,0,1,0
50,0,5431.9,108.75,2,0,2,2,0,1,0
57,1,2258.25,41.1,2,2,0,2,1,0,0
54,2,1092.35,20.35,1,1,1,1,0,2,0
60,0,6401.25,105.9,0,0,2,2,2,1,0
28,0,2812.2,101.3,0,2,0,0,1,1,1
1,0,80.05,80.05,0,0,0,0,3,1,1
29,0,2698.35,89.2,0,0,0,2,2,1,1
10,0,616.9,65.5,0,2,2,0,2,0,0
43,0,1912.85,40.45,2,0,2,2,2,0,0
13,0,849.1,70.45,0,0,0,0,0,1,0
43,2,3460.3,78.8,2,2,0,2,2,0,0
19,0,1465.75,83.65,0,0,0,0,2,1,1
1,0,90.1,90.1,0,0,0,0,2,1,0
69,2,5555.3,82.45,2,2,0,2,1,0,0
61,2,1278.8,20.25,1,1,1,1,1,2,0
43,0,2907.35,66.25,2,2,2,0,0,0,0
6,0,146.3,19.5,1,1,1,1,0,2,1
1,0,51.25,51.25,0,2,0,0,3,0,1
56,0,4952.95,89.7,0,0,0,0,3,1,0
70,2,4504.9,64.55,2,2,2,2,0,0,0
1,0,45.6,45.6,0,0,0,0,2,0,1
49,1,4520.15,93.65,0,0,2,2,2,1,0
6,0,267.35,49.65,0,2,0,0,0,0,1
32,2,2316.85,73.6,2,2,2,2,3,0,0
72,2,8075.35,109.75,2,2,0,2,3,1,0
37,2,2302.35,61.45,2,2,2,0,1,0,0
69,1,7251.9,106.4,2,2,2,0,1,1,0
26,0,2078.55,81.9,0,2,2,2,0,0,0
58,1,6225.4,105.2,0,0,2,2,1,1,0
24,1,1242.25,54.6,0,2,0,0,0,0,0
5,1,99.45,20.55,1,1,1,1,2,2,0
15,0,288.05,20.0,1,1,1,1,2,2,1
30,2,599.25,19.7,1,1,1,1,3,2,0
55,1,3462.1,66.05,2,2,2,0,1,0,0
25,0,853.0,34.0,0,0,0,0,0,0,1
10,0,934.1,92.5,0,2,2,2,3,1,1
44,2,2375.2,54.05,2,2,2,2,1,0,0
47,1,2813.05,58.9,2,2,2,0,3,0,0
13,0,1222.8,88.35,0,0,0,0,2,1,1
49,2,5293.2,107.95,0,2,2,2,0,1,1
64,1,6314.35,96.9,2,2,0,0,3,1,0
1,0,19.1,19.1,1,1,1,1,3,2,0
20,0,1003.05,50.0,0,2,0,0,3,0,0
37,2,1593.1,45.4,2,2,0,0,2,0,0
30,0,2509.95,85.45,0,0,0,0,2,1,0
38,1,3187.65,84.1,2,0,2,2,0,0,0
1,0,74.45,74.45,0,0,0,0,3,1,1
37,0,2345.2,64.75,0,0,0,0,2,0,1
52,2,3330.1,66.25,2,2,2,2,1,0,0
71,2,5522.7,76.9,2,2,2,2,1,0,0
26,0,2335.3,89.8,0,0,2,2,2,1,1
66,2,4798.4,74.6,2,0,2,2,1,0,0
72,2,8594.4,116.95,2,2,2,2,1,1,0
25,1,970.55,40.65,2,0,0,0,1,0,0
69,2,7665.8,114.35,2,2,2,2,0,1,0
53,2,3686.05,69.7,2,0,2,0,0,0,0
12,1,1115.15,95.5,0,0,0,2,3,1,1
26,0,2537.0,98.65,0,2,0,2,2,1,0
21,0,1393.6,61.65,0,0,0,2,3,0,0
1,0,89.35,89.35,0,0,0,0,2,1,0
48,0,4445.3,95.4,2,2,0,0,2,1,0
26,1,978.6,35.4,2,0,0,2,1,0,0
60,2,1258.15,19.95,1,1,1,1,3,2,0
18,0,331.35,19.25,1,1,1,1,3,2,0
10,0,291.4,29.65,0,2,0,0,2,0,1
5,0,453.75,84.5,2,0,0,2,2,1,1
4,1,84.75,20.4,1,1,1,1,3,2,0
65,2,1715.1,24.75,1,1,1,1,1,2,0
70,2,1715.15,25.35,1,1,1,1,3,2,0
18,0,1597.25,90.7,0,0,0,2,1,1,1
62,2,1250.1,20.0,1,1,1,1,0,2,0
66,2,3996.8,59.75,2,0,0,0,2,0,0
65,2,5215.1,82.5,2,2,2,0,0,0,0
3,0,235.5,70.3,0,0,0,0,2,1,1
34,0,673.2,20.35,1,1,1,1,3,2,0
16,0,1442.2,90.8,0,0,0,2,0,1,0
54,1,5639.05,103.95,2,0,0,2,0,1,1
50,0,5222.35,104.95,0,2,0,2,2,1,0
71,2,7291.75,105.25,0,2,2,2,2,1,0
10,0,799.65,74.75,0,0,0,0,2,1,1
1,0,50.8,50.8,0,2,0,0,2,0,1
18,1,424.5,23.75,1,1,1,1,3,2,0
4,0,249.4,61.3,0,2,0,0,2,0,0
58,2,4415.75,75.8,2,2,0,2,3,0,0
56,1,5270.6,98.0,2,0,0,0,2,1,0
2,0,144.55,80.25,0,0,0,0,2,1,1
32,0,2447.95,78.9,0,0,0,2,2,1,1
56,1,2884.9,52.0,2,2,2,0,3,0,0
36,0,3050.15,84.75,0,0,0,0,2,1,1
4,0,253.0,64.4,0,2,0,0,3,0,0
53,0,4517.25,85.45,0,0,0,0,0,1,1
10,0,436.2,45.8,0,0,0,0,1,0,0
4,0,118.4,30.5,0,2,0,0,2,0,0
1,0,19.9,19.9,1,1,1,1,3,2,1
51,0,3649.6,69.15,0,0,0,0,3,1,0
12,0,1200.15,99.45,0,0,0,2,2,1,1
6,1,255.6,49.25,0,2,0,0,3,0,0
63,2,2395.05,39.35,0,2,2,2,0,0,0
1,0,70.6,70.6,0,0,0,0,2,1,1
48,0,5083.55,105.1,0,2,2,0,1,1,0
5,0,389.6,81.0,0,0,0,0,1,1,1
35,1,644.5,20.1,1,1,1,1,1,2,0
6,0,523.5,84.85,0,0,2,0,2,1,1
2,0,39.3,19.75,1,1,1,1,3,2,0
50,1,989.05,19.75,1,1,1,1,0,2,0
33,0,2406.1,70.4,0,0,0,0,0,1,0
31,2,638.55,20.45,1,1,1,1,3,2,0
9,2,191.1,20.35,1,1,1,1,3,2,0
54,0,4524.05,86.2,0,2,2,2,2,0,0
46,1,4664.2,95.65,2,0,2,2,1,1,0
34,1,3470.8,103.8,2,0,2,0,2,1,0
71,2,6910.3,97.2,2,0,0,0,2,1,0
63,2,4014.2,63.55,2,2,2,2,3,0,0
51,2,1288.0,24.95,1,1,1,1,0,2,0
26,0,2277.65,89.15,0,0,2,0,2,1,1
64,2,6375.8,99.0,2,0,0,2,0,1,0
1,0,24.8,24.8,0,0,0,0,2,0,1
61,1,5251.75,85.55,0,2,2,0,0,1,0
15,0,1505.45,94.0,0,0,0,2,1,1,0
64,1,6903.1,105.65,0,2,2,0,1,1,1
18,0,913.3,50.3,0,0,0,0,2,0,0
57,1,5535.8,95.0,0,0,2,0,2,1,0
14,2,815.55,61.4,2,0,2,0,0,0,0
18,0,1411.65,80.55,0,0,2,0,1,1,0
72,2,5602.25,78.5,2,0,0,0,0,1,0
70,2,8244.3,114.3,2,2,2,2,1,1,0
38,2,741.5,20.05,1,1,1,1,3,2,0
68,2,4375.8,62.65,2,2,2,2,1,0,0
13,0,1008.7,80.85,0,0,0,0,2,1,1
65,2,5968.4,92.7,2,0,2,0,1,1,0
30,0,3096.9,100.45,0,0,0,2,2,1,0
51,2,3901.25,75.2,0,2,0,0,0,0,0
31,0,2613.4,84.75,2,0,0,2,1,1,0
9,0,853.1,89.45,0,0,0,0,2,1,1
72,2,5661.7,79.5,2,2,2,2,0,0,0
10,0,794.25,72.15,0,0,0,0,1,0,1
37,1,695.05,19.8,1,1,1,1,2,2,0
2,0,160.8,76.4,0,2,0,2,2,0,1
55,1,5552.05,100.9,2,0,2,0,3,1,0
33,0,3275.15,95.3,2,0,0,2,0,1,0
46,1,4236.6,90.95,0,2,0,2,0,1,0
1,0,54.5,54.5,2,2,0,0,2,0,0
20,0,1174.35,61.6,0,0,0,0,3,0,1
9,0,741.7,79.9,0,0,2,2,2,1,1
32,0,3019.25,96.15,0,0,0,0,1,1,1
19,0,962.9,49.6,0,0,0,2,0,0,0
70,2,4759.75,65.3,2,2,0,2,1,0,1
61,2,1498.35,25.0,1,1,1,1,1,2,0
26,0,1233.15,45.45,0,0,0,0,2,0,0
45,0,4882.8,107.75,0,0,2,2,0,1,0
62,2,5411.65,89.1,0,0,0,2,1,1,0
1,0,19.65,19.65,1,1,1,1,3,2,1
3,0,148.05,44.75,0,0,0,0,3,0,0
41,1,3930.55,101.6,2,0,2,2,0,1,0
67,2,6895.5,103.15,0,2,2,2,0,1,0
1,0,84.65,84.65,0,0,0,0,3,1,1
71,1,6856.95,95.65,2,0,2,0,3,1,0
37,1,2658.8,75.1,2,0,2,0,0,0,0
60,2,3766.2,61.35,2,2,2,0,3,0,0
1,0,69.55,69.55,0,0,0,0,2,1,1
6,0,129.55,19.7,1,1,1,1,1,2,0
13,0,347.25,31.05,0,0,2,0,2,0,1
11,0,581.7,51.0,2,0,0,0,0,0,0
7,0,354.05,51.0,2,0,0,0,3,0,1
10,0,929.45,88.85,0,0,0,0,2,1,0
34,2,679.0,20.05,1,1,1,1,1,2,0
62,2,3846.75,65.1,2,2,0,0,3,0,0
64,1,4480.7,70.15,0,2,2,0,3,0,0
1,0,44.35,44.35,0,0,0,0,0,0,1
25,2,499.4,20.75,1,1,1,1,3,2,0
26,1,1553.2,56.05,0,0,2,2,3,0,0
10,1,219.5,19.95,1,1,1,1,0,2,0
53,1,5311.85,98.6,2,0,2,2,3,1,0
7,0,586.05,79.7,0,0,0,0,2,1,1
33,0,2576.8,79.0,0,0,2,2,1,1,0
71,2,6435.25,89.45,0,0,2,2,1,1,0
29,0,1993.25,74.2,0,0,0,0,2,1,0
24,0,1923.85,81.0,2,2,0,0,0,0,0
20,0,939.8,49.6,0,0,0,2,2,0,0
1,0,84.6,84.6,0,0,0,0,2,1,0
54,0,3092.65,55.0,0,0,2,0,1,0,1
5,0,415.55,84.85,0,0,0,2,3,1,1
72,2,5986.55,84.2,2,2,0,2,0,0,0
52,2,5487.0,106.3,2,2,2,2,2,1,0
9,0,651.5,69.05,0,0,0,0,2,1,0
1,0,45.4,45.4,0,0,0,0,3,0,0
1,0,73.65,73.65,0,0,0,0,2,1,1
33,1,2405.05,73.9,0,2,0,2,3,0,1
55,0,4458.15,77.75,0,0,0,2,2,1,1
69,2,6856.45,99.35,0,2,0,0,2,1,0
1,0,50.75,50.75,2,0,0,0,3,0,0
54,2,4735.2,87.1,2,2,0,2,0,0,0
33,1,682.15,20.15,1,1,1,1,3,2,0
45,1,4525.8,98.7,0,2,2,2,0,1,0
11,0,321.05,25.2,0,0,0,0,2,0,0
6,0,335.65,55.7,2,0,2,0,0,0,0
21,0,1424.4,65.35,2,0,0,2,0,0,0
65,2,1748.55,25.3,1,1,1,1,0,2,0
6,0,474.9,84.35,0,0,0,0,2,1,1
8,0,668.4,84.95,2,0,0,0,2,1,1
11,0,926.25,73.85,0,2,0,0,2,1,1
43,2,1077.95,24.25,1,1,1,1,3,2,0
49,1,2541.25,51.8,0,0,2,0,0,0,1
1,0,46.0,46.0,0,0,0,0,2,0,1
15,0,1156.1,79.4,0,0,0,0,2,1,1
60,2,3694.45,60.5,2,0,2,2,0,0,0
17,0,382.8,25.1,0,0,0,0,1,0,0
16,0,1167.8,71.8,0,0,0,0,0,1,1
35,1,746.75,20.05,1,1,1,1,0,2,0
44,1,3912.9,88.4,0,0,2,0,3,1,1
12,1,368.85,30.25,0,2,0,0,1,0,0
1,0,20.2,20.2,1,1,1,1,3,2,0
28,1,1654.7,59.9,2,2,2,0,2,0,0
70,2,1940.85,25.15,1,1,1,1,0,2,0
5,0,221.7,46.0,0,0,0,0,3,0,1
18,0,1794.65,101.3,0,0,2,2,1,1,0
70,2,5289.8,76.95,2,2,0,0,1,0,0
9,0,501.2,55.3,0,0,2,0,3,0,0
67,2,6140.85,92.45,2,2,2,0,0,1,0
1,0,48.45,48.45,2,0,0,0,0,0,0
18,2,309.25,19.35,1,1,1,1,3,2,0
4,0,201.1,51.75,0,0,0,0,1,0,1
71,1,6179.35,86.7,2,0,2,2,0,1,0
30,0,2838.7,94.4,2,0,2,0,2,1,1
1,0,55.7,55.7,2,0,0,2,3,0,0
55,1,4589.85,84.25,2,0,0,2,1,1,0
59,0,3735.45,64.65,0,2,0,2,2,0,0
1,0,70.15,70.15,0,0,0,0,3,1,1
7,0,477.55,69.2,0,0,0,0,0,1,0
45,2,2553.7,54.65,2,2,0,0,0,0,0
54,1,1342.15,24.75,1,1,1,1,0,2,0
51,1,1216.35,23.95,1,1,1,1,3,2,0
72,1,7578.05,105.0,0,0,2,2,1,1,0
44,1,2603.95,59.85,2,2,2,0,0,0,0
2,0,42.7,20.05,1,1,1,1,3,2,0
66,1,6056.9,92.15,0,0,0,2,0,1,0
68,1,2983.65,44.8,2,0,2,0,3,0,0
31,2,689.35,20.9,1,1,1,1,1,2,0
21,0,2025.1,95.4,0,0,0,0,0,1,0
21,0,1747.2,80.35,2,0,0,0,2,1,0
55,2,4657.95,85.1,2,2,0,2,0,0,0
9,0,296.1,34.7,0,0,0,0,1,0,1
71,2,8016.6,115.05,2,2,2,2,0,1,0
1,0,81.1,81.1,0,0,0,0,2,1,1
22,1,433.5,19.95,1,1,1,1,3,2,0
1,0,20.55,20.55,1,1,1,1,3,2,1
61,2,6428.4,106.6,0,2,0,2,2,1,1
67,2,5883.85,86.15,0,2,2,2,0,0,0
14,0,1043.8,78.85,2,0,2,0,2,1,0
59,0,6252.9,106.75,2,2,2,2,2,1,1
21,0,1857.25,86.55,0,0,0,2,0,1,0
4,0,146.4,42.4,2,2,2,0,3,0,0
3,0,240.45,89.45,0,0,0,0,2,1,1
70,2,1724.15,24.25,1,1,1,1,0,2,0
3,0,315.3,97.9,0,2,2,0,2,1,1
21,1,429.55,20.5,1,1,1,1,0,2,0
20,0,356.15,19.6,1,1,1,1,1,2,0
22,1,488.25,20.25,1,1,1,1,0,2,0
1,0,55.7,55.7,0,0,0,0,3,0,1
63,2,1298.7,20.6,1,1,1,1,3,2,0
70,2,1378.75,19.8,1,1,1,1,0,2,0
13,0,973.45,79.8,0,0,2,2,2,1,1
5,0,384.25,80.2,0,0,0,0,2,1,0
72,2,8543.25,116.4,2,2,2,2,1,1,0
13,0,389.95,31.65,0,0,2,0,2,0,0
61,0,5731.85,94.15,0,2,2,2,1,1,0
1,0,20.65,20.65,1,1,1,1,2,2,0
56,0,4275.75,76.85,0,2,0,0,0,1,0
4,0,84.5,20.15,1,1,1,1,3,2,0
35,2,1924.1,55.25,2,0,0,0,3,0,0
18,0,669.85,39.05,0,0,0,2,2,0,1
72,2,5784.3,82.15,0,0,2,2,0,0,0
49,1,5166.2,103.0,2,2,2,2,0,1,0
44,0,4060.55,95.1,2,2,2,2,1,1,0
3,0,267.4,83.9,0,2,0,0,3,1,1
37,0,3532.85,95.15,0,0,2,2,2,1,0
61,1,4914.8,79.8,0,0,2,2,2,0,0
70,2,5315.8,74.8,2,2,0,2,1,0,0
1,0,69.85,69.85,0,0,0,0,2,1,1
41,0,775.6,20.45,1,1,1,1,2,2,0
70,1,5445.95,78.35,2,2,2,2,0,0,0
1,0,53.55,53.55,0,0,0,0,3,0,1
51,1,1007.8,19.1,1,1,1,1,2,2,0
42,2,833.55,20.0,1,1,1,1,3,2,0
70,2,6579.05,93.9,2,2,2,2,0,1,1
48,1,1004.5,19.95,1,1,1,1,0,2,0
68,2,7856.0,113.15,2,2,2,2,2,1,1
48,2,1183.05,24.0,1,1,1,1,1,2,0
26,0,2169.75,84.95,0,0,2,0,2,1,1
11,0,896.9,80.5,0,0,2,0,0,1,1
1,0,19.3,19.3,1,1,1,1,3,2,1
27,1,501.35,19.15,1,1,1,1,3,2,0
46,1,4126.35,91.3,0,0,2,2,0,1,0
1,0,49.65,49.65,0,0,0,2,3,0,1
46,2,2460.15,54.35,0,2,0,2,1,0,1
25,0,477.6,19.15,1,1,1,1,3,2,0
4,0,370.65,88.45,0,0,0,0,2,1,1
13,2,265.75,19.75,1,1,1,1,3,2,0
31,1,2424.45,75.5,2,2,2,2,1,0,0
23,0,1849.95,83.75,0,0,0,0,2,1,0
2,0,61.05,19.4,1,1,1,1,3,2,0
65,2,1698.55,26.5,1,1,1,1,0,2,0
22,0,1910.6,90.5,0,2,0,0,0,1,1
55,1,998.1,19.15,1,1,1,1,1,2,0
9,0,890.6,94.85,0,2,2,2,3,1,1
7,0,529.5,69.95,0,0,0,0,0,1,1
35,1,1383.6,40.9,0,2,0,0,3,0,0
6,2,493.4,80.25,2,2,0,2,3,0,0
1,0,48.6,48.6,2,0,0,0,1,0,1
17,0,1207.0,70.8,0,0,0,0,2,1,0
10,0,563.5,60.2,0,0,0,2,3,0,0
15,1,864.55,55.2,0,2,0,2,1,0,0
40,0,2109.35,55.8,2,0,2,0,2,0,1
13,1,701.05,54.15,2,2,0,0,0,0,0
29,0,2265.25,80.15,0,0,2,0,0,1,1
3,0,220.6,75.5,0,0,0,0,2,1,1
58,0,5749.8,100.4,0,2,0,0,0,1,0
45,1,2796.45,62.55,2,2,2,0,1,0,0
72,2,5165.7,70.45,2,2,2,2,0,0,0
68,1,5696.6,85.5,2,0,2,0,0,1,0
1,0,20.2,20.2,1,1,1,1,0,2,1
38,0,2076.05,54.5,2,0,2,0,2,0,0
2,0,44.2,20.75,1,1,1,1,3,2,0
11,0,215.25,20.35,1,1,1,1,3,2,0
20,1,1859.5,91.0,0,0,0,0,0,1,0
72,2,7470.1,104.8,0,0,2,2,0,1,0
3,0,229.5,74.75,0,0,0,0,1,1,1
23,0,2470.1,104.05,0,2,0,2,3,1,1
40,0,2092.9,51.1,0,2,0,0,2,0,0
62,0,5629.55,89.8,0,0,2,0,0,1,0
22,0,469.85,20.55,1,1,1,1,2,2,0
11,0,733.95,64.05,2,0,0,2,0,0,0
7,0,485.25,74.85,0,0,0,0,2,1,0
13,0,1244.5,96.65,2,0,2,0,2,1,1
1,0,20.05,20.05,1,1,1,1,3,2,1
39,0,3994.45,103.45,0,0,2,2,2,1,1
3,0,78.25,25.0,0,0,0,0,3,0,0
58,2,1131.5,20.3,1,1,1,1,1,2,0
6,0,184.05,26.35,1,1,1,1,3,2,0
1,0,19.9,19.9,1,1,1,1,2,2,1
22,0,1178.75,54.7,0,0,2,2,3,0,0
14,0,667.7,46.35,0,0,0,0,2,0,1
64,1,5629.15,90.25,0,0,0,2,1,1,0
1,0,19.95,19.95,1,1,1,1,2,2,1
6,0,109.3,20.65,1,1,1,1,3,2,0
1,0,79.6,79.6,0,0,0,0,2,1,1
39,1,958.45,25.45,1,1,1,1,0,2,0
20,1,403.15,19.5,1,1,1,1,3,2,0
1,0,75.9,75.9,0,2,0,0,2,1,1
1,0,76.2,76.2,0,0,0,2,2,1,1
64,1,4392.5,66.15,2,0,0,0,1,0,0
1,0,19.25,19.25,1,1,1,1,3,2,1
46,0,3168.0,69.1,0,0,2,0,1,0,0
28,1,1096.6,39.1,0,0,2,0,2,0,0
33,0,669.45,20.05,1,1,1,1,3,2,0
39,1,2343.85,59.8,2,0,2,2,2,0,0
42,0,3588.4,84.3,0,2,0,2,2,1,1
1,0,48.6,48.6,0,0,2,0,2,0,0
7,0,522.95,79.0,0,0,0,0,2,1,1
70,2,7511.9,105.35,2,0,2,2,1,1,0
65,2,1725.0,25.1,1,1,1,1,0,2,0
1,0,49.75,49.75,2,0,0,0,2,0,0
18,0,1691.9,94.75,0,0,0,0,2,1,0
24,0,2248.05,93.0,0,0,0,0,2,1,0
63,2,4479.2,71.9,2,2,0,2,0,0,0
44,1,3471.1,77.55,0,0,2,0,3,0,0
4,0,63.0,19.85,1,1,1,1,2,2,0
1,0,70.25,70.25,0,0,0,0,2,1,1
37,0,3314.15,95.25,0,0,0,0,2,1,0
10,0,865.55,84.6,0,0,0,2,1,1,1
34,0,852.7,25.05,0,0,0,0,0,0,0
35,1,1930.9,53.15,2,0,0,2,1,0,0
4,0,91.4,20.15,1,1,1,1,2,2,0
39,0,3949.15,101.25,0,2,0,0,2,1,0
43,1,4304.0,100.55,0,0,2,2,0,1,0
17,0,409.9,24.1,1,1,1,1,3,2,1
61,2,1554.9,25.3,1,1,1,1,0,2,0
49,1,3472.05,71.8,2,0,2,2,2,0,0
4,1,117.8,19.7,1,1,1,1,3,2,0
64,2,3210.35,49.85,0,2,2,2,2,0,0
3,0,207.4,69.6,0,0,0,0,3,1,0
1,0,19.75,19.75,1,1,1,1,2,2,0
40,1,3132.75,80.8,0,0,2,2,2,1,0
1,0,60.0,60.0,2,2,2,0,2,0,1
8,0,649.65,86.55,0,0,0,0,2,1,1
1,0,20.85,20.85,1,1,1,1,3,2,1
34,1,2106.3,64.2,0,2,0,2,0,0,0
1,0,35.0,35.0,0,0,0,0,2,0,0
39,0,2011.4,50.75,0,0,0,2,2,0,1
58,1,6205.5,105.5,2,2,2,0,1,1,1
45,2,903.7,19.2,1,1,1,1,2,2,0
6,0,503.6,85.15,2,0,0,0,0,1,1
43,1,3882.3,90.65,2,2,2,2,1,1,0
41,2,879.8,20.0,1,1,1,1,3,2,0
5,0,383.65,74.65,0,0,2,0,2,1,0
72,2,4390.25,61.2,2,2,0,2,1,0,0
4,1,68.2,19.95,1,1,1,1,3,2,0
9,0,452.8,54.8,0,2,2,0,3,0,0
72,2,5329.0,73.45,0,0,0,2,1,0,0
33,1,1758.9,51.45,0,2,0,0,3,0,0
72,2,5737.6,80.45,2,0,0,0,0,1,0
22,0,1152.7,54.2,2,2,0,0,2,0,1
70,1,7674.55,109.5,0,2,2,2,2,1,1
21,0,2157.95,104.4,0,0,2,2,2,1,1
15,0,1219.85,85.3,0,0,0,2,2,1,0
29,0,2414.55,79.3,0,2,0,0,2,1,0
15,0,1155.6,76.5,0,2,2,2,0,0,0
71,0,7548.1,105.1,2,0,2,0,1,1,1
72,2,1809.35,25.4,1,1,1,1,0,2,0
19,0,1564.4,86.85,0,0,0,0,2,1,0
1,0,19.65,19.65,1,1,1,1,3,2,0
1,0,75.7,75.7,0,0,2,0,2,1,1
2,0,84.4,45.55,0,0,0,0,2,0,0
11,0,864.85,78.1,0,0,0,2,1,1,0
12,1,228.75,19.3,1,1,1,1,3,2,0
70,2,7752.05,110.5,0,2,2,2,2,1,0
20,0,1951.0,90.8,0,0,0,2,2,1,1
23,0,470.6,20.3,1,1,1,1,0,2,0
49,2,4060.9,81.35,2,2,2,2,1,0,0
4,0,384.5,97.95,0,0,2,0,2,1,1
32,0,3432.9,108.15,2,2,2,0,1,1,1
2,0,108.65,55.3,0,0,0,0,2,0,0
69,2,3952.65,56.55,2,0,2,0,1,0,0
6,0,463.05,80.5,0,0,0,0,1,1,1
24,2,494.05,19.7,1,1,1,1,3,2,0
32,1,3416.85,104.05,0,0,2,2,1,1,0
27,2,1498.65,52.85,2,0,2,0,0,0,0
27,0,2867.75,104.3,2,2,0,0,0,1,1
58,0,4807.35,80.65,0,2,0,0,0,1,0
1,0,71.35,71.35,0,0,0,0,3,1,1
18,2,471.35,24.65,1,1,1,1,1,2,0
47,2,1041.8,21.3,1,1,1,1,0,2,0
70,2,7689.8,110.2,0,2,2,2,2,1,0
13,0,1132.35,89.4,0,2,2,2,2,1,1
36,0,1815.0,51.05,2,0,0,0,1,0,0
67,2,1311.3,19.8,1,1,1,1,3,2,0
10,0,199.45,19.9,1,1,1,1,3,2,0
19,0,1637.3,87.3,2,0,0,0,2,1,0
71,2,1326.35,19.85,1,1,1,1,0,2,0
72,2,6376.55,89.4,2,2,2,2,3,0,0
48,2,935.9,20.0,1,1,1,1,3,2,0
1,0,20.05,20.05,1,1,1,1,3,2,0
18,0,1611.15,83.25,2,2,0,2,2,0,0
1,0,20.6,20.6,1,1,1,1,3,2,1
67,2,6989.7,102.9,0,2,2,0,0,1,0
69,2,2779.5,39.1,2,2,0,2,3,0,0
19,0,1931.75,99.95,0,0,2,0,2,1,1
72,2,8331.95,114.5,2,2,2,2,3,1,0
38,2,735.9,20.2,1,1,1,1,3,2,0
40,1,2283.3,55.8,0,0,0,0,2,0,0
61,2,1445.2,24.2,1,1,1,1,3,2,0
10,0,818.05,81.0,0,0,2,0,1,1,1
32,1,2333.05,72.8,2,2,0,0,1,0,0
21,0,1992.55,99.85,0,0,2,0,1,1,0
59,1,5890.0,99.5,0,0,0,2,2,1,0
13,0,916.75,70.15,0,0,0,0,2,1,1
47,2,1029.8,20.25,1,1,1,1,1,2,0
69,2,1796.55,26.0,1,1,1,1,0,2,0
2,0,33.7,19.9,1,1,1,1,1,2,0
22,0,454.05,19.05,1,1,1,1,0,2,0
15,0,1392.25,96.5,2,0,0,2,2,1,0
53,2,1049.6,19.85,1,1,1,1,1,2,0
28,0,734.6,25.7,1,1,1,1,3,2,0
22,1,475.1,20.3,1,1,1,1,3,2,0
1,0,70.15,70.15,0,0,0,0,3,1,1
16,0,1540.05,91.55,0,2,0,2,2,1,0
48,2,1978.65,39.4,2,2,2,0,3,0,0
30,0,3181.8,105.7,2,2,2,2,0,1,0
3,0,229.7,70.25,0,0,0,0,2,1,0
57,2,5625.55,93.75,2,2,0,0,2,1,0
68,1,6581.9,96.55,2,0,2,0,1,1,1
23,1,1347.15,60.0,0,2,0,0,0,0,0
65,2,3808.2,59.8,0,2,0,0,1,0,0
44,1,3974.15,90.65,0,0,0,0,0,1,0
71,2,7661.8,109.0,2,0,2,2,0,1,0
37,1,2479.25,68.1,2,2,0,2,1,0,0
12,0,266.6,20.4,1,1,1,1,3,2,0
69,2,5601.4,81.95,0,2,2,2,0,0,0
35,0,1982.6,60.55,2,0,2,2,2,0,0
5,0,339.9,65.6,0,2,2,0,0,0,0
58,2,4828.05,82.5,0,0,0,0,0,1,0
72,2,5980.55,82.3,2,2,2,2,0,0,0
72,2,4808.7,68.15,2,2,2,2,3,0,0
1,0,20.3,20.3,1,1,1,1,1,2,0
39,1,3692.85,95.55,2,2,0,2,2,1,1
53,1,1068.15,20.2,1,1,1,1,1,2,0
27,0,2383.6,89.2,0,2,0,2,2,1,0
1,0,69.65,69.65,0,0,0,0,2,1,1
1,0,89.3,89.3,0,0,0,0,2,1,1
18,0,1438.05,74.8,2,0,0,0,2,1,0
46,2,917.45,20.2,1,1,1,1,3,2,0
72,2,6096.45,84.4,2,2,0,2,1,0,0
36,0,3078.1,87.55,0,2,0,2,2,1,1
4,0,99.95,25.15,0,0,0,0,2,0,0
25,2,475.2,19.8,1,1,1,1,1,2,0
40,0,2036.55,50.85,0,0,2,0,2,0,0
63,0,6444.05,102.4,0,0,2,2,2,1,0
15,0,1426.75,96.3,2,2,0,2,3,1,1
14,0,767.55,55.5,0,0,2,0,1,0,0
72,2,7932.5,109.75,0,2,2,2,0,1,0
